review,rating,date
terlalu lama pencarian driver biaya aplikasi semakin mahal,1,2022-12-04
masih kurang mendekatkan jarak antara penumpang dan driver yang nyantol bisa lebih dari 2km nunggunya kelamaan mohon diperbaiki,2,2022-12-04
alhamdulillah dapet driver yg baik,5,2022-12-04
tolong bantuan saya di selesaikan saya mengirim saldo salah masuk ke driver tapi dengan nomor yang sama yang saya pakai gopay costumer kalo sudah selesai ratingnya saya tambahin lagi,2,2022-12-04
dear mimin gojek itu driver gocar sekarang banyak tidak ramah dan reseh suka minta batalin pesanan nyuruh konsumen lagi padahal mereka yg tidak mau terima beda ama aplikasi serupa yg malah lebih enak ramah mohon driver nakal di buang saja min,1,2022-12-24
okelah tapi driver driverx suka cansel,5,2022-12-04
kepada ptgi untuk selalu memberikan fitur yg membuat pelayanan semakin baik seperti membuat fitur chat antara driver dengan penumpang agar nantinya mudah menjalankan order driver dengan penumpang kasian drivernya klo kehabisan pulsa ptgi masa kalah sama pesaing sebelah ini buat kemajaun ptgi gojek jaya selalu,1,2022-12-04
aplikasi td agak rumit tdk lgsg nyantol ke driver,5,2023-07-21
haloooooo kenapa ya setiap hujan aplikasi gojek selalu tidak pernah dapat driver untuk gofood masak kalah dengan pesaing nya shfo  gb tolong bisa lebih ditingkatkan servis nya kecewa berat sudah pesan 15 menitan di proses eh malah batal karena ga dapat driver,1,2022-12-04
driver nya mulai bnyak yg ga bner dikit dikit cancel susah nyari driver go car ,1,2022-12-24
nak pesan makanan ngk ada driver nya apakah driver nya udah ngak ada lagi di daerah padang ,1,2022-12-11
terima kasih driver gojek b 3481 udah nolong saya dijalansaat sedang kehabisan bensintrimakasih ya semoga diberikan rezeki yang banyak 3 x sudah ditolong driver gojek sangat membantu saya ,5,2022-11-23
apes bgt hari ini  ketendang driver gojek di lampu merahmana ga minta maaf cuma liatin doang,1,2022-11-21
dl sy selalu pake gojek utk semua keperluan tp semenjak gojek rate nya lbh mahal sy jd pilih2 yg lbh murah dan msk akal harganyaharga responsif aplikasi atitude driver kondisi kendaraan jd pertimbangan sy dlm memilih ojol yg disebutkan dl an adalah lbh penting mnrt sykedepannya mnrt sy klo tarif go food terus naik yg akan dirugikan selain driver dan aplikatorya umkm yg berjualan melalui antar kirim ojol ini,4,2022-11-24
perasaan dlu msh bs aj ngecht driver ojek ny skrng abis update mlh gbs layanan ny jg gbs lg di kota ku perasaan dlu bs aja,1,2022-11-25
kadang pesen drivernya ngak ngotak jauh2 dari tempat jemput emang gak ada yg deket aneh akhir2 ini sering error pesanan gak masuk tapi saldo berkurang dan tidak ada pengembalian usul mohon ada scan area pemesanam abang ojol terdekat dengan aplikator seharusnya saldo berkurang setelah pesanan atau antaran selesai  bukan pesan saldo berkurang kalau error gmn gak ada tanggapan aneh,3,2022-11-25
makin mahal ya cari driver untuk sabah balau sering lama,4,2023-01-04
asli rada gajelas gojek hari ini 2x booking padahal ga batalin dibilang batalin sama drivernya di app posisi driver ga kedetect ada yang sama gaa  anjir dahhhhh,2,2022-11-26
banyak driver yg dekat2 kenapa malah dapat yang jauh sihmana lama baget nunggu nya,1,2022-11-26
driver songong sekarang  pesan gojek kalau emang tidak mau ambil ya di info lah  ini sdh di chat ngk ada balasan  di tlp ngk di angkat  maaf saya delete aplikasi nya  masih banyak aplikasi ojek online ,1,2022-11-26
sumpah ya driver gojek banyak yang ngeselin saya gatau sistemnya gimana tapi ya tolong pastikan yang pesen ini tau kalo driver nya ada orderan lain saya harus cancel 3 kadang waktu di resto juga banyak yang ngomelngomel aduh kadang gak ada sopan santunya,1,2022-11-26
ga muncul mobil ud di lokasi mana di chat driver dan di tlp ga langsung masuk alias ga bs masuk ada driver yg dekat tp di ksh driver yg jauh jauh lalu drivernya ga bs di hubungi kita tggu kelamaan mau ga mau kita cancel krn kita butuh cepat lalu 3 x cancel kita kena spam aduh parah,1,2022-11-26
driver nya ramah,5,2023-01-28
tolong yakalau ngasih voucher itu yang jelas aja  masa masang voucher tp drivernya tak datang kalau memang tidak niat dan rugi dam berdalih seakan vouchernya bagusmending jangan ya padahal saya top up gopay sangat banyak ,3,2022-11-26
driver nya rama mantap,5,2022-11-20
pagi ini mau go ride tp gak ada respon dari driver udah 4 x cancel driver dichat gak ada yg bls ini apk nya yg eror apa gimana ya posisi driver juga gak tampil kacau,5,2022-11-26
hari ini saya memesan gocar pertama chat error rute perjalanan tidak muncul yg muncul hanya titik tujuannya saja lokasi driver saat penjemputan tidak ada karena terlalu lama yang awalnya waktu menunggu 4 menit driver sampai jadi 18 menit dan terus bertambah saya telp driver dan bertanya apakah pesanan masuk atau nggak driver bicara tidak ada bunyi notifikasi dari aplikasi dan saat dicek ke aplikasi menurut perkataan driver tidak adanya rute ke titik penjemputan,1,2022-11-26
baru kali ini sy dapat driver yg mengecewakan biasanya driverx yg bagus2 aja masa sy udah nunggu lama driverx gak kabarin kalo macetdan pas udah dlm mobil dia cancel gitu aja kurang ajar drivernya,3,2023-01-08
room chat gak bisa digunain kenapa ini begini jadi info ke drivernya terbatas,2,2022-11-25
ini gofood kenapa ya belakangan ini belum pencet pesan kok tiba2 pesanan udh masuk mana voucher belum sempet dimasukin gojek takut sama voucher yang kalian bagiin sendiri 4x loh saya kayak gini belum pesen kok tiba2 pesanan diproses giliran mau cancel gabisa resto ga rugi driver ga rugi kita customer yg dikorbanin utamakan customer juga dong,1,2022-11-26
drivernya kurang ahli dlm berkendara,3,2022-11-26
tadi pagi saya telat kerja gara gara aplikasi eror sudah 3x driver tidak mau jemput krna katanya di aplikasi driver tidak ada pesanan saya ,1,2022-11-26
nyambung ke driver tp katanya ga ada orderan masuk ini mksudnya gimana  setau saya kita bisa nymabung ke driver klo orderannya masuk sebelum itu juga pernah saya nunggu 30menit driver ga nyampe dn ga kasih konfirmasi sengaja ga batalin krna saya ngehargargain jerih payahnya dn kebetulan malem  krna jengkel ga dikonfirmasi kelambatannya saya kasih rating bintang 3  habis itu besoknya order lagi ga dpet driver kok bisa gitu kenapa krna kita kasih rating jelek,2,2022-11-26
benerin dong aplikasinya masa iya wifi kenceng ga knp2 buka aplikasi gojek muter melulu loading melulu mau pesen go food aja jd gajadi chat driver aja lama nyambungnya payah,1,2022-11-26
kenapa gojek sekarang lelet banget ya driver gak gerak2 kolom chat ngak bisa apa drivernya pada nolak rezeky order 1 jam gk bisa2 padahal area jakarta loh,3,2022-11-26
aplikasi gajelas dah dapat driver tapi ga gerak,1,2022-11-26
pada tanggal 261122 jam 0651 saya harus terpaksa tidak masuk sekolah kerna saat saya ingin memesan driver gojek tiba tiba erorr dan saya harus merelakan mata pelajaran saya yang tertinggal dan harus mengejar mata pelajaran yang saya tinggal mohon saya sebagai korban berikan kompensasi agar masalah ini tidak menjadi panjang saya sangat kecewa,1,2022-11-26
telat kerja garagara drivernya lama,1,2022-11-26
bad apaan driver gak gerak gak bisa chat driver,2,2022-11-26
setelah update aplikasi sulit dapat driver dan beberapa fitur error,2,2022-11-25
driver lu kebayakan gaya cancel terussss,1,2022-11-25
ini kenapa gabisa chat ke driver sih gajelas,1,2022-11-25
padahal udah langganan aplikasi ini tapi eror aplikasinya di aplikasi driver gak gerak2 chat juga gk bisa  tolong di perbaiki lagi aplikasinya,1,2022-11-26
3x nyari driver aplikasinya engga bergerak,1,2022-11-26
lama bgt drivernya  udah gitu fitur chatnya gabisaaaaaaa,1,2022-11-26
mesen gofood tapi lokasi driver nya ga ada gimana saya mau tau driver udh dimana,1,2022-11-26
hari ini sabtu 26 november 2022 apk customer eror customer tidak bisa pesan dikarenakan lokasi gps nya tidak munculdampaknya ke driver orderan masuk tapi ke cancel sendiri dari sistem,1,2022-11-26
tampilan gojek skrg susah dilacak driver ga ketauan posisi dimana dan berapa lama lagi sampai jemputan gausah diperbaharui kalo bikin ribet,3,2022-11-26
pernah kena tipu di gomart mesen 2 dateng 1 blm sempet liat isi driver udh kabur dan juga driver gk ada di map,2,2022-11-26
saat pesan gocar posisi driver tidak ada di maps dan fitur chat tidak berfungsi,1,2022-11-26
semenjak memakai aplikasi ini saya sangat suka karena sangat membantu dalam berbagai hal tapi yg saya rasa sangat memberatkan customer sekarang di gofood biaya layanannya sangat mahal apalagi kalo belanjaan kita banyak maka makin tambah juga biaya layanan padahal biaya layanan itu kan hanya untuk biaya aplikasi doang di keterangan yg tertulis kecuali biaya layanan itu di bagi untuk driver kalo cuman buat aplikasi doang saya rasa sangat mahal harganya kalo bisa di tetapkan saja untuk biay,3,2023-02-06
sekali kali di update tuh drivernya biar lebih cerdas gak salah jalan pas anterin penumpang,1,2022-11-24
g mau pokoknya kalau driver cancel harus ada opsi dikasih bintang jelek g jelas kok,1,2022-11-24
driver ramah,5,2023-02-08
kadang2 suka ada yg ngebatalin dri driver nya,5,2022-11-25
tolong donk driver gojek jgn ngecancel gt aj saat aku sudah order,5,2022-11-25
pembayaran via gopay sangat merugikan pengemudi jika penumpang melakukan pembayaran non tunai sementara si driver itu berada di jalanan pastinya butuh dana tunai untuk keperluan pribadi ataupun kendaraan mereka berharap top up saldo yang sudah jadi non tunai dijadikan tunai bukan kembali menjadi non tunai lihat aplikasi tolong untuk pembayaran via gopay cukup untuk makanan dan pengiriman barang,1,2022-11-24
driver nyimpen uang di gopay 8 juta lebih di blokir ngeriii,1,2022-11-24
mohon untuk kedepannya untuk top up saldo gopay tidak hanya di 1 brand minimarket saja tapi juga di seluruh brand minimarket  supermarket  hypermarket dan mohon juga agar biaya layanan top up saldo gopay bisa di gratiskan  seperti transfer saldo via driver supaya tidak menambah beban biaya yg dikeluarkan ,3,2022-11-24
bau badan driver tidak ramah,1,2022-11-24
ini gimana si gamau ngambil pesanan masa driver nya milih milih si yg jauh sama yg dket tolong dikasih sanksi lah sama driver yg milih milih,1,2022-11-24
buruk saya melapor penipuan goshop dan tindakan driver gojek yg tidak baik koq tidak diresponmalah masalah diclosing,1,2022-11-25
pelayanan ok driver dan mobilnya bersih n ramah,5,2022-11-25
gojek tolong dong kasih tau k driver gocar jangan kaya gini kan batas maximal penumpang gocar itu 4 penumpang tp kenapa pas saya pesen dan penumpang nya ada 4 orang driver nya ngomel2 kata nya ngerusak k mobil klo penumpang nya banyak jelasjelas keterangan nya boleh 4 orang padahal penumpang nya satu dewasa dan tiga lain nya anakanak,5,2022-11-22
service bagus sikap driver juga bagus,5,2022-11-25
tolong gojek yang jadi driver harus yang sabar jangan punya driver yang suka marah2 lebih di tingkatkan lagi soal drivernya,3,2023-01-30
kalau hujan sulit sekali mencari driver biasanya langsung tercancel padahal apps harus nya ada utk membantu di saat2 urgent begitu jadi terpaksa pakai grfd deh walaupun lama masih ada driver yg ambil,3,2022-11-21
jputnya tepat waktu drivernya sopan dan ramah,4,2022-11-21
udah mulai nggak jelassuka log out sendiri terus lelat minta ampun kadang driver suka ke cancel sendiri makin kesini makin nggak jelas,1,2022-11-25
oke banget dah aplikasi gojek ini menguntungkan untuk driver dan customer,5,2022-11-24
kenapa driver gojek sekarang gak punya etika kalau nanya gak punya adap driver kayak gitu kok di terima suruh jadi opang aja gak tau diri ,1,2023-01-11
cuma sayang nya nyari driver nya susah,5,2023-01-05
mahal dan ke driver murah sekali mending pakai indriver atau maxim lebih murah harganya,1,2023-01-16
tolong untuk driver mobil untuk 6 orang ke atas itu harusnya ada mobil xenia atau avanza semua nya sigra atau calya mobil kecil semua mau bawa barang ga bisa sama sekali karena mobilnya ga muat lucu amat,1,2022-11-27
tlg ditambahkan fitur telpon antara driver dan penumpang langsung dri aplikasinya donk dgn internet bukan dgn tlpn seluler biasa aplikasi grab saja sudah bisa,3,2022-11-27
tisak bisa lihat posisi driver,5,2022-11-27
cepat dapat drivernya,5,2022-11-27
kesannya sekarang driver gojek pilih pilih padahal buat harga udah lumayan mahal buat perjalanannya tapi driver suka ngeluh terus pernah dapet gojek malah marah marah ke saya dengan alasan katanya harusnya saya gak ambil pesanannya soalnya kejauhan padahal jarak sama harga menurut saya sudah lumayan mahal saya malah makan hati di jelek jelelin sama driver nya buat gojek kalau mau nerima pegawai yang bener dikit saring lagi kalau bisa sekalian kurangin driver yang gak sopan kecostumer,1,2022-11-27
says thanks buat gojek sangat bermanfaat dan terbantu dengan adanya aplikasi ojol inisesuai dengan motto nya  selalu ada jalan  tapi ada sedikit ketidaknyamanan kala bertemu driver gocar yang bertingkah beberapa kali saya disuruh driver untuk cancel saat driver tiba menjemput sayaalasan nya karena tarif terlalu murah mereka merasa rugi karena ada potongan tarif lagi dari gojekbukan urusan kami sebagai konsumen tapi kami dipaksa untuk cancel alias bayar tunai offline,4,2022-11-27
mantap lah terus tingkatkan driver driver andal,5,2023-01-02
drivernya sangat ramah,5,2023-03-03
kalau saya mau laporin driver harus ke mana ya,5,2022-11-27
kurang bagussering order gak dapat driversekali dapat driver dapatnya jauh jadi nunggu lama banget,2,2022-11-23
ongkosnya mahal tidak apa tp harusnya ke driver semua jangan ada potong memotong bagi membagi biar drivernya sejahtera oke,4,2022-11-27
teruntuk pihak aplikasi gojek tolong sampaikan ke drivernya agar pesanan klu merasa penjemputan terlalu jauh jangan ambil biar kita sebagai customer tidak menunggu lama waktu twrbuang banyak untuk menunggu,2,2022-11-27
kalau order gocar selalu dapet posisi yg jauh dari titik jemput dan akhirnya driver sendiri minta saya untuk cancel kadang juga ada driver gocar yg malah tidak bergerak mobilnya padahal tidak macet dan posisi dekat tolong diperbaiki lagi untuk gocar supaya ketika order bisa dapet driver yang posisi terdekat dari titik jemput terimakasih,2,2022-11-27
pesen beberapa kali ga dapet nptif ke driver nya alhasil di cancel trs,3,2022-11-27
driver baik dan sopan ,4,2022-11-28
saya lapar mau makan tapi saya harus menunggu mencari driver 10 menitpadahal banyak driver di sekitar lokasi resto,2,2022-11-28
kalau para driver ga mau ambil orderan putus kontrak aja ngapain jadi driver  sering banget di cancel orderan berkali kali,3,2023-01-01
selalu dapet driver jutek dan gak ramah jadi berasa numpang pdhl kan bayar ,3,2022-11-28
semakin hari semakin sulit kalau order goride  padahal ada bbrp posisi driver dekat dengan lokasi tinggal ku  bukan 1  2  3 kali sperti ini ,3,2022-11-27
drivernya pada kaga niat di cancel mulu haha,1,2023-03-05
tiap order dapet drivernya jauh mulu jadinya lama nunggunya udah gitu sering cancel mending pake grab atau maxim,1,2022-11-27
driver ditentukan oleh cuaca jika grimis sedikit saja sangat sulit mendapatkan driver,3,2023-01-01
pencarian driver sameday sangat lama pada marketplace tokopedia memakan waktu berjamjam sangat buruk dan merepotkan,1,2022-11-23
parah saya order go poodlama sekali dapat driversaya kecewa dan saya pindah ke shopi,1,2023-01-13
sudah sering dapat driver bodong di order tapi tidak datang bahkan langsung minta bintang seperti id de2952ng sampai malam hari tidak datang datang jadi penghalang untuk pesan orderan di daerah yang sama chat laporannya sepertinya tidak beguna tidak bisa ngetik alasan kenapa masalahnya malah di paksa dengan perkataan pilihan kok tambah jelek sihh,1,2022-11-26
sulit mendapatkan driver padahal deket lho jarak nya,1,2022-11-26
